Dalata.10	Drotundata.1288
Dalata.7291	Drotundata.9508
Dalata.7292	Drotundata.9506
Dalata.7294	Drotundata.9504
Dalata.7295	Drotundata.9503
Dalata.7296	Drotundata.9502
Dalata.7297	Drotundata.9501
Dalata.7298	Drotundata.9500
Dalata.730	Drotundata.33387
Dalata.7300	Drotundata.9497
Dalata.7301	Drotundata.9496
Dalata.7302	Drotundata.9495
Dalata.7303	Drotundata.9480
Dalata.7304	Drotundata.9478
Dalata.7305	Drotundata.28704
Dalata.7305	Drotundata.9477
Dalata.7305	Drotundata.9553
Dalata.7307	Drotundata.9475
Dalata.7308	Drotundata.9473
Dalata.7309	Drotundata.9472
Dalata.731	Drotundata.230
Dalata.7310	Drotundata.9471
Dalata.7311	Drotundata.9470
Dalata.7312	Drotundata.9469
Dalata.7313	Drotundata.9467
Dalata.7315	Drotundata.9464
Dalata.7316	Drotundata.9463
Dalata.7317	Drotundata.9462
Dalata.7318	Drotundata.9461
Dalata.7319	Drotundata.9460
Dalata.732	Drotundata.229
Dalata.7322	Drotundata.9459
Dalata.7323	Drotundata.9458
Dalata.7324	Drotundata.9456
Dalata.7325	Drotundata.9455
Dalata.7326	Drotundata.9454
Dalata.7328	Drotundata.9451
Dalata.7329	Drotundata.9450
Dalata.733	Drotundata.228
Dalata.7330	Drotundata.9449
Dalata.7331	Drotundata.9447
Dalata.7332	Drotundata.9446
Dalata.7334	Drotundata.9442
Dalata.7337	Drotundata.9436
Dalata.7338	Drotundata.9435
Dalata.734	Drotundata.227
Dalata.7340	Drotundata.9432
Dalata.7341	Drotundata.9431
Dalata.7342	Drotundata.9430
Dalata.7344	Drotundata.9428
Dalata.7346	Drotundata.9427
Dalata.7347	Drotundata.9426
Dalata.7348	Drotundata.9425
Dalata.7349	Drotundata.9424
Dalata.7350	Drotundata.9423
Dalata.7353	Drotundata.9420
Dalata.7354	Drotundata.9419
Dalata.7355	Drotundata.9418
Dalata.7356	Drotundata.9417
Dalata.7358	Drotundata.9415
Dalata.736	Drotundata.225
Dalata.7361	Drotundata.9412
Dalata.7362	Drotundata.9411
Dalata.7363	Drotundata.9409
Dalata.7364	Drotundata.9407
Dalata.7367	Drotundata.9404
Dalata.7368	Drotundata.9403
Dalata.7369	Drotundata.9402
Dalata.737	Drotundata.224
Dalata.7371	Drotundata.9328
Dalata.7372	Drotundata.9398
Dalata.7373	Drotundata.9397
Dalata.7375	Drotundata.9395
Dalata.7376	Drotundata.9394
Dalata.7377	Drotundata.9393
Dalata.7380	Drotundata.9391
Dalata.7383	Drotundata.9387
Dalata.7384	Drotundata.9386
Dalata.7386	Drotundata.9385
Dalata.7387	Drotundata.9384
Dalata.7388	Drotundata.9383
Dalata.7389	Drotundata.9382
Dalata.739	Drotundata.223
Dalata.7391	Drotundata.9381
Dalata.7392	Drotundata.9378
Dalata.7393	Drotundata.9379
Dalata.7394	Drotundata.9376
Dalata.7396	Drotundata.9374
Dalata.7397	Drotundata.9373
Dalata.7398	Drotundata.9372
Dalata.74	Drotundata.1344
Dalata.74	Drotundata.1345
Dalata.740	Drotundata.222
Dalata.7400	Drotundata.9370
Dalata.7401	Drotundata.9369
Dalata.7402	Drotundata.9368
Dalata.7403	Drotundata.9366
Dalata.7404	Drotundata.9365
Dalata.7405	Drotundata.9364
Dalata.7408	Drotundata.9363
Dalata.741	Drotundata.221
Dalata.7410	Drotundata.9362
Dalata.7412	Drotundata.9352
Dalata.7413	Drotundata.9346
Dalata.7414	Drotundata.9345
Dalata.7415	Drotundata.9344
Dalata.7416	Drotundata.9343
Dalata.7417	Drotundata.9342
Dalata.7419	Drotundata.9340
Dalata.7420	Drotundata.9339
Dalata.7421	Drotundata.9338
Dalata.7422	Drotundata.9337
Dalata.7423	Drotundata.9336
Dalata.7424	Drotundata.9334
Dalata.7425	Drotundata.9333
Dalata.7426	Drotundata.9332
Dalata.7427	Drotundata.9331
Dalata.743	Drotundata.218
Dalata.7431	Drotundata.9329
Dalata.7433	Drotundata.9325
Dalata.7434	Drotundata.9324
Dalata.7435	Drotundata.9323
Dalata.7436	Drotundata.9322
Dalata.744	Drotundata.217
Dalata.7440	Drotundata.9316
Dalata.7441	Drotundata.9315
Dalata.7442	Drotundata.9313
Dalata.7444	Drotundata.28051
Dalata.7445	Drotundata.9321
Dalata.7446	Drotundata.9317
Dalata.7449	Drotundata.9314
Dalata.745	Drotundata.216
Dalata.7450	Drotundata.9313
Dalata.7451	Drotundata.9312
Dalata.7452	Drotundata.9311
Dalata.7454	Drotundata.9309
Dalata.7459	Drotundata.9296
Dalata.746	Drotundata.215
Dalata.7460	Drotundata.9297
Dalata.7461	Drotundata.9298
Dalata.7462	Drotundata.9299
Dalata.7463	Drotundata.9301
Dalata.7464	Drotundata.9302
Dalata.7465	Drotundata.9303
Dalata.7466	Drotundata.9304
Dalata.7467	Drotundata.9308
Dalata.7468	Drotundata.9294
Dalata.7469	Drotundata.9293
Dalata.7470	Drotundata.9292
Dalata.7471	Drotundata.9291
Dalata.7472	Drotundata.9290
Dalata.7473	Drotundata.9287
Dalata.7474	Drotundata.9286
Dalata.7475	Drotundata.9285
Dalata.7476	Drotundata.9284
Dalata.7477	Drotundata.29667
Dalata.7478	Drotundata.9278
Dalata.7479	Drotundata.9279
Dalata.748	Drotundata.213
Dalata.7480	Drotundata.9280
Dalata.7482	Drotundata.9281
Dalata.7483	Drotundata.9283
Dalata.7484	Drotundata.32912
Dalata.7485	Drotundata.9265
Dalata.7486	Drotundata.9277
Dalata.7487	Drotundata.9276
Dalata.7488	Drotundata.9275
Dalata.7489	Drotundata.9274
Dalata.749	Drotundata.212
Dalata.7490	Drotundata.9272
Dalata.7491	Drotundata.9271
Dalata.7492	Drotundata.9270
Dalata.7493	Drotundata.9268
Dalata.7494	Drotundata.9267
Dalata.7495	Drotundata.9266
Dalata.7496	Drotundata.9236
Dalata.7497	Drotundata.9235
Dalata.7498	Drotundata.9234
Dalata.7500	Drotundata.8991
Dalata.7503	Drotundata.9025
Dalata.7504	Drotundata.9024
Dalata.7505	Drotundata.9023
Dalata.7507	Drotundata.9021
Dalata.7509	Drotundata.8959
Dalata.751	Drotundata.211
Dalata.7511	Drotundata.8857
Dalata.7512	Drotundata.8856
Dalata.7513	Drotundata.8855
Dalata.7514	Drotundata.8854
Dalata.7515	Drotundata.8853
Dalata.7516	Drotundata.8852
Dalata.7517	Drotundata.8851
Dalata.7518	Drotundata.8958
Dalata.753	Drotundata.209
Dalata.7533	Drotundata.30277
Dalata.754	Drotundata.208
Dalata.755	Drotundata.207
Dalata.7556	Drotundata.17662
Dalata.7558	Drotundata.17662
Dalata.756	Drotundata.206
Dalata.7561	Drotundata.8812
Dalata.7563	Drotundata.9008
Dalata.7565	Drotundata.9010
Dalata.7566	Drotundata.9123
Dalata.7568	Drotundata.9019
Dalata.7571	Drotundata.9061
Dalata.7572	Drotundata.9062
Dalata.7573	Drotundata.9063
Dalata.7574	Drotundata.9065
Dalata.7575	Drotundata.9068
Dalata.7576	Drotundata.9079
Dalata.7577	Drotundata.9081
Dalata.7578	Drotundata.8968
Dalata.7586	Drotundata.27541
Dalata.7588	Drotundata.9073
Dalata.7589	Drotundata.9072
Dalata.7590	Drotundata.31210
Dalata.7592	Drotundata.9128
Dalata.7593	Drotundata.31215
Dalata.7594	Drotundata.9130
Dalata.7595	Drotundata.9131
Dalata.7596	Drotundata.9132
Dalata.7597	Drotundata.9133
Dalata.7600	Drotundata.9137
Dalata.7601	Drotundata.9138
Dalata.7607	Drotundata.21653
Dalata.7610	Drotundata.9118
Dalata.7611	Drotundata.9116
Dalata.7612	Drotundata.9115
Dalata.7614	Drotundata.9114
Dalata.7615	Drotundata.9113
Dalata.7616	Drotundata.9112
Dalata.7617	Drotundata.9111
Dalata.7618	Drotundata.9110
Dalata.7619	Drotundata.9109
Dalata.7621	Drotundata.9108
Dalata.7622	Drotundata.9107
Dalata.7623	Drotundata.9106
Dalata.7624	Drotundata.9105
Dalata.7625	Drotundata.9104
Dalata.7626	Drotundata.9150
Dalata.7627	Drotundata.9149
Dalata.7629	Drotundata.9179
Dalata.7631	Drotundata.9182
Dalata.7632	Drotundata.9183
Dalata.7634	Drotundata.9186
Dalata.7638	Drotundata.9186
Dalata.7642	Drotundata.9188
Dalata.7643	Drotundata.9189
Dalata.7644	Drotundata.9191
Dalata.7645	Drotundata.9192
Dalata.7648	Drotundata.9187
Dalata.765	Drotundata.199
Dalata.7652	Drotundata.9196
Dalata.7653	Drotundata.9197
Dalata.7654	Drotundata.9198
Dalata.7656	Drotundata.9199
Dalata.7657	Drotundata.31493
Dalata.7658	Drotundata.9209
Dalata.7659	Drotundata.9208
Dalata.766	Drotundata.198
Dalata.7661	Drotundata.9206
Dalata.7662	Drotundata.9205
Dalata.7663	Drotundata.9204
Dalata.7664	Drotundata.9203
Dalata.7665	Drotundata.9201
Dalata.767	Drotundata.197
Dalata.7671	Drotundata.9223
Dalata.7675	Drotundata.9221
Dalata.768	Drotundata.196
Dalata.7681	Drotundata.9219
Dalata.7682	Drotundata.9226
Dalata.7683	Drotundata.9228
Dalata.7684	Drotundata.9229
Dalata.7685	Drotundata.9232
Dalata.7686	Drotundata.9233
Dalata.7687	Drotundata.9239
Dalata.7688	Drotundata.9240
Dalata.769	Drotundata.195
Dalata.7690	Drotundata.9242
Dalata.7694	Drotundata.9247
Dalata.7695	Drotundata.9249
Dalata.7699	Drotundata.9251
Dalata.7699	Drotundata.9252
Dalata.77	Drotundata.1248
Dalata.770	Drotundata.194
Dalata.7700	Drotundata.9253
Dalata.7701	Drotundata.8989
Dalata.7702	Drotundata.8987
Dalata.7703	Drotundata.8986
Dalata.7705	Drotundata.8984
Dalata.7706	Drotundata.9034
Dalata.771	Drotundata.192
Dalata.771	Drotundata.193
Dalata.7711	Drotundata.9044
Dalata.7712	Drotundata.8924
Dalata.7713	Drotundata.8923
Dalata.7714	Drotundata.21989
Dalata.7716	Drotundata.8994
Dalata.7718	Drotundata.9000
Dalata.7719	Drotundata.9001
Dalata.772	Drotundata.191
Dalata.7721	Drotundata.9002
Dalata.7723	Drotundata.9005
Dalata.7726	Drotundata.8950
Dalata.773	Drotundata.190
Dalata.7731	Drotundata.8975
Dalata.7732	Drotundata.8977
Dalata.7733	Drotundata.21760
Dalata.7736	Drotundata.8912
Dalata.7738	Drotundata.13651
Dalata.7739	Drotundata.9030
Dalata.774	Drotundata.189
Dalata.7742	Drotundata.27066
Dalata.7743	Drotundata.8906
Dalata.7744	Drotundata.8890
Dalata.7747	Drotundata.9050
Dalata.7749	Drotundata.9048
Dalata.775	Drotundata.187
Dalata.7750	Drotundata.9047
Dalata.7751	Drotundata.8897
Dalata.7752	Drotundata.8899
Dalata.7753	Drotundata.8900
Dalata.7755	Drotundata.16830
Dalata.7760	Drotundata.8903
Dalata.7761	Drotundata.8905
Dalata.7762	Drotundata.8830
Dalata.7764	Drotundata.8839
Dalata.7765	Drotundata.8837
Dalata.7765	Drotundata.8838
Dalata.7766	Drotundata.8836
Dalata.7767	Drotundata.8841
Dalata.7768	Drotundata.8842
Dalata.7770	Drotundata.8915
Dalata.7771	Drotundata.8917
Dalata.7773	Drotundata.8922
Dalata.7775	Drotundata.8823
Dalata.7777	Drotundata.8820
Dalata.778	Drotundata.184
Dalata.7781	Drotundata.8877
Dalata.7782	Drotundata.8878
Dalata.7783	Drotundata.8879
Dalata.7784	Drotundata.8880
Dalata.7785	Drotundata.9263
Dalata.779	Drotundata.183
Dalata.7793	Drotundata.8881
Dalata.780	Drotundata.182
Dalata.7801	Drotundata.8941
Dalata.7802	Drotundata.8938
Dalata.7803	Drotundata.8936
Dalata.7805	Drotundata.8935
Dalata.7806	Drotundata.8934
Dalata.7807	Drotundata.8931
Dalata.7808	Drotundata.8742
Dalata.7809	Drotundata.8743
Dalata.781	Drotundata.181
Dalata.7810	Drotundata.8736
Dalata.7811	Drotundata.8794
Dalata.7812	Drotundata.8770
Dalata.7815	Drotundata.8752
Dalata.7817	Drotundata.8750
Dalata.7819	Drotundata.8746
Dalata.782	Drotundata.180
Dalata.7822	Drotundata.8753
Dalata.7823	Drotundata.8755
Dalata.7824	Drotundata.8787
Dalata.7825	Drotundata.8789
Dalata.7828	Drotundata.8784
Dalata.7829	Drotundata.8782
Dalata.783	Drotundata.179
Dalata.7830	Drotundata.8780
Dalata.7831	Drotundata.8740
Dalata.7833	Drotundata.8777
Dalata.7836	Drotundata.8793
Dalata.7838	Drotundata.8791
Dalata.7839	Drotundata.8790
Dalata.7840	Drotundata.8803
Dalata.7842	Drotundata.8801
Dalata.7843	Drotundata.8800
Dalata.7846	Drotundata.10232
Dalata.785	Drotundata.177
Dalata.7851	Drotundata.8691
Dalata.7852	Drotundata.8728
Dalata.7853	Drotundata.8704
Dalata.7854	Drotundata.8705
Dalata.7857	Drotundata.8683
Dalata.7858	Drotundata.8682
Dalata.7859	Drotundata.8680
Dalata.7860	Drotundata.8701
Dalata.7862	Drotundata.15070
Dalata.7863	Drotundata.8692
Dalata.7866	Drotundata.8688
Dalata.7869	Drotundata.8687
Dalata.7870	Drotundata.8677
Dalata.7871	Drotundata.8671
Dalata.7872	Drotundata.8672
Dalata.7873	Drotundata.8672
Dalata.7874	Drotundata.1923
Dalata.7875	Drotundata.8653
Dalata.7877	Drotundata.8674
Dalata.7878	Drotundata.8658
Dalata.7879	Drotundata.8657
Dalata.788	Drotundata.174
Dalata.7880	Drotundata.8656
Dalata.7881	Drotundata.8667
Dalata.7889	Drotundata.8665
Dalata.789	Drotundata.173
Dalata.7890	Drotundata.8664
Dalata.7892	Drotundata.8663
Dalata.7893	Drotundata.8662
Dalata.7895	Drotundata.8661
Dalata.7896	Drotundata.8660
Dalata.7897	Drotundata.8601
Dalata.7898	Drotundata.8621
Dalata.7899	Drotundata.8622
Dalata.7900	Drotundata.8623
Dalata.7901	Drotundata.8618
Dalata.7902	Drotundata.8617
Dalata.7907	Drotundata.8615
Dalata.7909	Drotundata.8614
Dalata.791	Drotundata.171
Dalata.7910	Drotundata.8612
Dalata.7911	Drotundata.8611
Dalata.7912	Drotundata.8610
Dalata.7913	Drotundata.8608
Dalata.7914	Drotundata.8607
Dalata.7915	Drotundata.8606
Dalata.7916	Drotundata.8604
Dalata.7917	Drotundata.8628
Dalata.7918	Drotundata.8627
Dalata.7919	Drotundata.8625
Dalata.792	Drotundata.170
Dalata.7920	Drotundata.8637
Dalata.7921	Drotundata.8636
Dalata.7922	Drotundata.8635
Dalata.7923	Drotundata.8583
Dalata.7924	Drotundata.8584
Dalata.7925	Drotundata.8585
Dalata.7926	Drotundata.8587
Dalata.7927	Drotundata.8588
Dalata.7928	Drotundata.8590
Dalata.7929	Drotundata.8592
Dalata.793	Drotundata.169
Dalata.7930	Drotundata.8634
Dalata.7931	Drotundata.8633
Dalata.7932	Drotundata.8632
Dalata.7933	Drotundata.8631
Dalata.7934	Drotundata.8630
Dalata.7936	Drotundata.8629
Dalata.7937	Drotundata.8640
Dalata.7938	Drotundata.8642
Dalata.794	Drotundata.168
Dalata.7941	Drotundata.32390
Dalata.7942	Drotundata.8647
Dalata.7943	Drotundata.32392
Dalata.7944	Drotundata.32393
Dalata.7945	Drotundata.35011
Dalata.7946	Drotundata.35012
Dalata.7947	Drotundata.35013
Dalata.7949	Drotundata.34600
Dalata.7951	Drotundata.8579
Dalata.7955	Drotundata.8575
Dalata.7958	Drotundata.8573
Dalata.7959	Drotundata.8572
Dalata.796	Drotundata.165
Dalata.7961	Drotundata.8570
Dalata.7963	Drotundata.8568
Dalata.7964	Drotundata.8555
Dalata.7965	Drotundata.8554
Dalata.7966	Drotundata.8553
Dalata.7968	Drotundata.8551
Dalata.7969	Drotundata.8558
Dalata.797	Drotundata.164
Dalata.7971	Drotundata.8566
Dalata.7973	Drotundata.8564
Dalata.7975	Drotundata.8563
Dalata.7976	Drotundata.8562
Dalata.7978	Drotundata.8561
Dalata.7979	Drotundata.8560
Dalata.798	Drotundata.163
Dalata.7980	Drotundata.8559
Dalata.7982	Drotundata.8548
Dalata.7983	Drotundata.8544
Dalata.7985	Drotundata.8540
Dalata.7986	Drotundata.8539
Dalata.7987	Drotundata.8538
Dalata.7988	Drotundata.8537
Dalata.7989	Drotundata.8536
Dalata.799	Drotundata.161
Dalata.7990	Drotundata.8535
Dalata.7991	Drotundata.8534
Dalata.7992	Drotundata.8531
Dalata.7994	Drotundata.8530
Dalata.7995	Drotundata.8522
Dalata.7996	Drotundata.8523
Dalata.7997	Drotundata.8524
Dalata.7998	Drotundata.8525
Dalata.8	Drotundata.1290
Dalata.800	Drotundata.160
Dalata.8000	Drotundata.8526
Dalata.8003	Drotundata.8527
Dalata.8004	Drotundata.8519
Dalata.8005	Drotundata.8518
Dalata.8006	Drotundata.8516
Dalata.8006	Drotundata.8517
Dalata.8009	Drotundata.8512
Dalata.801	Drotundata.159
Dalata.8010	Drotundata.8511
Dalata.8011	Drotundata.15870
Dalata.8011	Drotundata.266
Dalata.8011	Drotundata.8510
Dalata.8012	Drotundata.8509
Dalata.8014	Drotundata.8508
Dalata.8015	Drotundata.8506
Dalata.8016	Drotundata.8494
Dalata.8017	Drotundata.8496
Dalata.8018	Drotundata.8497
Dalata.8019	Drotundata.8493
Dalata.802	Drotundata.158
Dalata.8020	Drotundata.8490
Dalata.8021	Drotundata.8488
Dalata.8022	Drotundata.8486
Dalata.8023	Drotundata.8485
Dalata.8024	Drotundata.8504
Dalata.8025	Drotundata.8503
Dalata.8026	Drotundata.8502
Dalata.8027	Drotundata.8501
Dalata.8028	Drotundata.8500
Dalata.8029	Drotundata.8499
Dalata.803	Drotundata.157
Dalata.8030	Drotundata.8483
Dalata.8031	Drotundata.8482
Dalata.8032	Drotundata.8481
Dalata.8033	Drotundata.8480
Dalata.8034	Drotundata.8479
Dalata.8035	Drotundata.8478
Dalata.8036	Drotundata.8477
Dalata.8038	Drotundata.8472
Dalata.8039	Drotundata.8471
Dalata.804	Drotundata.156
Dalata.8040	Drotundata.8470
Dalata.8041	Drotundata.8454
Dalata.8042	Drotundata.8453
Dalata.8043	Drotundata.8452
Dalata.8044	Drotundata.8451
Dalata.8045	Drotundata.8450
Dalata.8046	Drotundata.8449
Dalata.8047	Drotundata.8447
Dalata.8048	Drotundata.8458
Dalata.8049	Drotundata.8457
Dalata.8050	Drotundata.8455
Dalata.8051	Drotundata.8469
Dalata.8052	Drotundata.8468
Dalata.8053	Drotundata.8467
Dalata.8055	Drotundata.8466
Dalata.8056	Drotundata.8465
Dalata.8057	Drotundata.8464
Dalata.8058	Drotundata.8462
Dalata.8058	Drotundata.8463
Dalata.8060	Drotundata.8461
Dalata.8061	Drotundata.8460
Dalata.8062	Drotundata.8459
Dalata.8063	Drotundata.8423
Dalata.8064	Drotundata.8446
Dalata.8065	Drotundata.8445
Dalata.8068	Drotundata.8443
Dalata.8069	Drotundata.8442
Dalata.8070	Drotundata.8440
Dalata.8071	Drotundata.8438
Dalata.8072	Drotundata.8439
Dalata.8073	Drotundata.8437
Dalata.8074	Drotundata.8436
Dalata.8079	Drotundata.8430
Dalata.808	Drotundata.33592
Dalata.808	Drotundata.33593
Dalata.8080	Drotundata.8429
Dalata.8081	Drotundata.8428
Dalata.8082	Drotundata.8427
Dalata.8083	Drotundata.8426
Dalata.8085	Drotundata.8422
Dalata.8086	Drotundata.8421
Dalata.8088	Drotundata.8419
Dalata.8089	Drotundata.8418
Dalata.8090	Drotundata.8417
Dalata.8091	Drotundata.8416
Dalata.8092	Drotundata.8415
Dalata.8093	Drotundata.8414
Dalata.8094	Drotundata.8412
Dalata.8095	Drotundata.8411
Dalata.8096	Drotundata.8410
Dalata.8098	Drotundata.8408
Dalata.8099	Drotundata.8407
Dalata.81	Drotundata.1245
Dalata.8100	Drotundata.8406
Dalata.8101	Drotundata.8405
Dalata.8102	Drotundata.8404
Dalata.8103	Drotundata.8403
Dalata.8105	Drotundata.8401
Dalata.8106	Drotundata.8399
Dalata.8107	Drotundata.8398
Dalata.8108	Drotundata.8397
Dalata.8109	Drotundata.8396
Dalata.8111	Drotundata.8393
Dalata.8113	Drotundata.8391
Dalata.8117	Drotundata.8388
Dalata.8118	Drotundata.8386
Dalata.8119	Drotundata.8385
Dalata.812	Drotundata.33596
Dalata.8121	Drotundata.8384
Dalata.8122	Drotundata.8383
Dalata.8124	Drotundata.8381
Dalata.8125	Drotundata.8380
Dalata.8126	Drotundata.8379
Dalata.8127	Drotundata.8377
Dalata.8128	Drotundata.8376
Dalata.8129	Drotundata.8375
Dalata.813	Drotundata.33598
Dalata.8131	Drotundata.8374
Dalata.8132	Drotundata.8372
Dalata.8133	Drotundata.8371
Dalata.8134	Drotundata.8370
Dalata.8135	Drotundata.8346
Dalata.8136	Drotundata.8345
Dalata.8137	Drotundata.8344
Dalata.8138	Drotundata.8343
Dalata.8140	Drotundata.8368
Dalata.8141	Drotundata.8366
Dalata.8143	Drotundata.8364
Dalata.8144	Drotundata.8363
Dalata.8145	Drotundata.8362
Dalata.8146	Drotundata.8361
Dalata.8147	Drotundata.8360
Dalata.8148	Drotundata.8358
Dalata.8149	Drotundata.8356
Dalata.815	Drotundata.33599
Dalata.8150	Drotundata.25971
Dalata.8151	Drotundata.14020
Dalata.8152	Drotundata.8352
Dalata.8153	Drotundata.8351
Dalata.8155	Drotundata.8341
Dalata.8156	Drotundata.8340
Dalata.816	Drotundata.33600
Dalata.8161	Drotundata.8338
Dalata.8162	Drotundata.8337
Dalata.8163	Drotundata.8336
Dalata.8164	Drotundata.8335
Dalata.8165	Drotundata.8334
Dalata.8167	Drotundata.8330
Dalata.8169	Drotundata.8323
Dalata.8170	Drotundata.8322
Dalata.8172	Drotundata.8320
Dalata.8173	Drotundata.8319
Dalata.8174	Drotundata.8318
Dalata.8175	Drotundata.8317
Dalata.8176	Drotundata.8316
Dalata.8178	Drotundata.8315
Dalata.8179	Drotundata.8312
Dalata.818	Drotundata.33603
Dalata.8180	Drotundata.8310
Dalata.8180	Drotundata.8311
Dalata.8183	Drotundata.8308
Dalata.8184	Drotundata.8307
Dalata.8185	Drotundata.8306
Dalata.8186	Drotundata.8305
Dalata.8187	Drotundata.8304
Dalata.8188	Drotundata.8303
Dalata.8189	Drotundata.8300
Dalata.819	Drotundata.33604
Dalata.8193	Drotundata.8297
Dalata.8195	Drotundata.8295
Dalata.8196	Drotundata.8294
Dalata.8199	Drotundata.8293
Dalata.820	Drotundata.33606
Dalata.8200	Drotundata.8292
Dalata.8201	Drotundata.8291
Dalata.8202	Drotundata.8290
Dalata.8204	Drotundata.8287
Dalata.821	Drotundata.33607
Dalata.8214	Drotundata.8262
Dalata.8215	Drotundata.8261
Dalata.8216	Drotundata.8260
Dalata.8218	Drotundata.8259
Dalata.8221	Drotundata.8256
Dalata.8222	Drotundata.8283
Dalata.8223	Drotundata.8282
Dalata.8224	Drotundata.8281
Dalata.8225	Drotundata.8280
Dalata.8226	Drotundata.8278
Dalata.8227	Drotundata.8277
Dalata.8228	Drotundata.8275
Dalata.8229	Drotundata.31503
Dalata.8230	Drotundata.9617
Dalata.8231	Drotundata.9616
Dalata.8232	Drotundata.9615
Dalata.8233	Drotundata.9614
Dalata.8234	Drotundata.9613
Dalata.8235	Drotundata.9612
Dalata.8236	Drotundata.9611
Dalata.8237	Drotundata.22086
Dalata.8239	Drotundata.22085
Dalata.824	Drotundata.33608
Dalata.8240	Drotundata.22084
Dalata.8242	Drotundata.22081
Dalata.8243	Drotundata.22080
Dalata.8244	Drotundata.22079
Dalata.8245	Drotundata.22078
Dalata.8246	Drotundata.9610
Dalata.8247	Drotundata.9609
Dalata.8248	Drotundata.9608
Dalata.8249	Drotundata.9606
Dalata.825	Drotundata.33609
Dalata.8250	Drotundata.9604
Dalata.8252	Drotundata.9603
Dalata.8253	Drotundata.9601
Dalata.8255	Drotundata.9600
Dalata.8258	Drotundata.9596
Dalata.8259	Drotundata.9595
Dalata.826	Drotundata.33610
Dalata.8260	Drotundata.9594
Dalata.8262	Drotundata.9592
Dalata.8265	Drotundata.9590
Dalata.8266	Drotundata.9589
Dalata.8267	Drotundata.9588
Dalata.8268	Drotundata.9587
Dalata.8270	Drotundata.9586
Dalata.8271	Drotundata.9584
Dalata.8275	Drotundata.9571
Dalata.8276	Drotundata.9570
Dalata.8278	Drotundata.9568
Dalata.8279	Drotundata.9567
Dalata.828	Drotundata.33612
Dalata.8280	Drotundata.9566
Dalata.8281	Drotundata.9564
Dalata.8283	Drotundata.9563
Dalata.8284	Drotundata.9562
Dalata.8286	Drotundata.9560
Dalata.8287	Drotundata.9558
Dalata.8289	Drotundata.9574
Dalata.829	Drotundata.33614
Dalata.8290	Drotundata.9575
Dalata.8291	Drotundata.9576
Dalata.8293	Drotundata.9579
Dalata.8295	Drotundata.9581
Dalata.8296	Drotundata.31545
Dalata.8297	Drotundata.31544
Dalata.8298	Drotundata.31543
Dalata.8299	Drotundata.31542
Dalata.83	Drotundata.1242
Dalata.830	Drotundata.33615
Dalata.8300	Drotundata.31541
Dalata.8302	Drotundata.31540
Dalata.8303	Drotundata.31539
Dalata.8304	Drotundata.31538
Dalata.8307	Drotundata.9628
Dalata.8308	Drotundata.9626
Dalata.8309	Drotundata.9625
Dalata.831	Drotundata.33616
Dalata.8310	Drotundata.28726
Dalata.8311	Drotundata.9624
Dalata.8312	Drotundata.9686
Dalata.8313	Drotundata.9685
Dalata.8314	Drotundata.9523
Dalata.8316	Drotundata.9545
Dalata.8317	Drotundata.9530
Dalata.8318	Drotundata.9546
Dalata.8319	Drotundata.9549
Dalata.832	Drotundata.33617
Dalata.8320	Drotundata.9532
Dalata.8321	Drotundata.9551
Dalata.8322	Drotundata.9552
Dalata.8324	Drotundata.28704
Dalata.8324	Drotundata.9477
Dalata.8324	Drotundata.9553
Dalata.8325	Drotundata.9554
Dalata.8326	Drotundata.9537
Dalata.8327	Drotundata.9555
Dalata.8328	Drotundata.9556
Dalata.833	Drotundata.33618
Dalata.833	Drotundata.33619
Dalata.8330	Drotundata.9679
Dalata.8331	Drotundata.9680
Dalata.8332	Drotundata.9681
Dalata.8333	Drotundata.9682
Dalata.8334	Drotundata.9684
Dalata.8337	Drotundata.9634
Dalata.8340	Drotundata.9635
